pond_density,density_score,pond_area,area_score,SI9_oldham,SI9_lee,presence
21.09484419,1,29.05554,0.05811108,1,0.75,2
20.9689923,1,46.21374,0.09242748,1,0.75,2
20.71029072,1,88.7669,0.1775338,1,0.75,2
20.97976396,1,48.6497,0.0972994,1,0.85,2
20.55576733,1,110.64645,0.2212929,1,0.85,2
20.566775,1,60.62831,0.12125662,1,0.85,2
20.8706731,1,38.65165,0.0773033,1,0.75,2
21.01509469,1,46.29637,0.09259274,1,0.8,2
15.71988127,1,7105.07159,0.022672057,1,0.8,2
20.04280022,1,156.577,0.313154,1,0.8,2
19.23550634,1,743.55673,0.991079103,1,0.8,2
19.32619785,1,575.31381,1,1,0.8,2
19.89898907,1,375.12858,0.75025716,1,0.8,2
20.32707042,1,158.15312,0.31630624,1,0.8,2
15.04424248,1,5323.36002,0.293900228,1,0.75,2
18.18556689,1,1125.71673,0.932903268,1,0.75,2
20.83091703,1,65.14213,0.13028426,1,0.75,2
21.10489295,1,31.30423,0.06260846,1,0.75,2
20.04768348,1,240.13622,0.48027244,1,0.75,2
20.5736433,1,122.40581,0.24481162,1,0.85,2
20.6951684,1,93.86755,0.1877351,1,0.8,2
8.35147531,1,43826.56624,0,1,0.75,2
11.96305136,1,9051.62622,0,1,0.75,2
21.21477564,1,19.92561,0.03985122,1,0.75,2
21.15935575,1,19.67114,0.03934228,1,0.8,2
20.2868985,1,210.63121,0.42126242,1,0.85,2
15.44419847,1,4114.03405,0.477994711,1,0.75,2
15.1724291,1,8722.00018,0,1,0.75,2
17.81977507,1,1418.25241,0.888370854,1,0.75,2
17.61651711,1,2552.73463,0.71566976,1,0.75,2
19.12549874,1,907.82774,0.966072291,1,0.75,2
18.03901827,1,1150.21046,0.929174612,1,0.75,2
20.52364489,1,140.70459,0.28140918,1,0.75,2
21.07789309,1,26.81167,0.05362334,1,0.85,2
20.88880276,1,61.86565,0.1237313,1,0.8,2
20.99508907,1,30.46946,0.06093892,1,0.8,2
19.4482605,1,239.91508,0.47983016,1,0.8,2
20.85348636,1,65.2088,0.1304176,1,0.8,2
20.53021998,1,108.99108,0.21798216,1,0.8,2
21.01783579,1,33.95049,0.06790098,1,0.75,2
20.94465583,1,50.60219,0.10120438,1,0.85,2
20.94127254,1,46.59801,0.09319602,1,0.75,2
15.50719169,1,6991.12239,0.04001843,1,0.85,2
12.70043239,1,7975.10394,0,1,0.85,2
15.34911952,1,4441.3736,0.428164138,1,0.75,2
11.01080503,1,22597.12215,0,1,0.75,2
14.32252447,1,8930.76289,0,0.865948464,0.85,2
20.08274712,1,176.01802,0.35203604,0.749545297,0.75,2
19.64402285,1,382.29816,0.76459632,1,0.75,2
17.84304424,1,1292.62379,0.907495173,1,0.75,2
17.89229742,1,1717.37753,0.842835336,1,0.75,2
15.16735088,1,6056.96475,0.182224313,1,0.85,2
18.23939464,1,1219.62098,0.918608318,1,0.8,2
20.06911501,1,298.77476,0.59754952,1,0.75,2
20.88669714,1,62.14512,0.12429024,1,0.75,2
7.924904467,1,79986.93775,0,1,0.8,2
7.234678405,1,90930.30965,0,1,0.8,2
13.12186383,1,11540.69411,0,1,0.8,2
15.64536925,1,5806.5759,0.220340757,1,0.8,2
13.3997507,1,10492.89869,0,1,0.8,2
19.09471503,1,760.81277,0.988452233,1,0.8,2
9.761153449,1,49606.29939,0,1,0.8,2
8.17727274,1,54256.09954,0,1,0.8,2
12.5260581,1,17612.43137,0,1,0.8,2
9.694620516,1,51902.3481,0,1,0.74,2
9.58810431,1,37923.14364,0,1,0.8,2
12.99745723,1,5981.2669,0.193747721,1,0.74,2
16.67726086,1,2245.85497,0.762385744,1,0.74,2
14.09066514,1,10217.78683,0,1,0.76,2
19.78113654,1,389.78607,0.77957214,1,0.8,2
19.59106862,1,434.83173,0.86966346,1,0.8,2
19.4347345,1,354.75388,0.70950776,1,0.76,2
18.91881405,1,368.25399,0.73650798,1,0.76,2
14.65672959,1,2315.2608,0.751820164,1,0.76,2
15.08366745,1,7526.47423,0,1,0.8,2
13.88221999,1,5569.74013,0.25639403,1,0.85,2
17.11549313,1,3158.15026,0.623507944,1,0.8,2
18.64774276,1,562.09454,1,1,0.8,2
19.9769932,1,297.22729,0.59445458,1,0.8,2
17.96847919,1,1837.37518,0.824568214,1,0.75,2
16.95700838,1,2404.28028,0.738268817,1,0.8,2
17.64812224,1,2729.54317,0.688754373,1,0.8,2
15.051272,1,7866.11877,0,1,0.8,2
16.27594353,1,1218.64333,0.918757145,1,0.8,2
10.52736244,1,24915.41746,0,1,0.85,2
18.50372783,1,1394.96165,0.891916383,1,0.75,2
18.35539291,1,1306.49641,0.905383358,1,0.75,2
15.41429299,1,6105.96067,0.174765713,1,0.8,2
7.548971958,1,78151.39182,0,1,0.8,2
15.6480904,1,4938.52415,0.352483407,1,0.75,2
15.48536373,1,5941.48473,0.199803721,1,0.85,2
17.76197296,1,1578.1665,0.864027292,1,0.85,2
12.47486492,1,12029.48267,0,1,0.75,2
15.02648353,1,6180.52926,0.163414211,1,0.8,2
18.27052268,1,1666.1723,0.850630257,1,0.8,2
20.68318266,1,74.83546,0.14967092,1,0.75,2
18.62166553,1,619.43682,1,1,0.75,2
21.21595341,1,11.29581,0.02259162,1,0.8,2
20.59374041,1,151.14674,0.30229348,1,0.75,2
17.59254399,1,1175.82677,0.925275067,1,0.8,2
20.2315307,1,211.58905,0.4231781,1,0.8,2
19.18766631,1,730.92582,0.993001893,1,0.75,2
14.70447566,1,1464.49251,0.88133177,1,0.74,2
20.86103095,1,32.69455,0.0653891,0.857219658,0.8,2
17.06627843,1,2979.94594,0.650635809,1,0.8,2
16.81531993,1,2193.40011,0.770370895,1,0.8,2
17.01035716,1,2645.88348,0.701489804,1,0.8,2
16.37150946,1,2627.95899,0.704218431,1,0.8,2
18.46058842,1,679.10069,1,1,0.85,2
20.04688306,1,270.4959,0.5409918,1,0.75,2
16.86715797,1,2389.26368,0.740554779,1,0.8,2
15.19708455,1,4007.33642,0.494237184,1,0.8,2
17.29421108,1,1301.21651,0.906187112,1,0.75,2
16.24635074,1,4865.99168,0.363524953,1,0.75,2
17.6534254,1,2251.32915,0.761552415,1,0.75,2
20.3469451,1,223.93546,0.44787092,1,0.75,2
18.3020096,1,913.2866,0.965241294,1,0.75,2
19.23310028,1,420.56771,0.84113542,1,0.75,2
19.58535842,1,500.68941,1,1,0.75,2
20.16171541,1,246.60017,0.49320034,1,0.8,2
20.57804739,1,115.09759,0.23019518,1,0.6,2
18.02691146,1,1755.66776,0.837006453,1,0.8,2
18.64785297,1,365.68507,0.73137014,1,0.75,2
17.33856,1,2908.5397,0.66150591,1,0.8,2
19.86791226,1,357.76183,0.71552366,1,0.8,2
14.9491525,1,7130.9753,0.018728761,1,0.75,2
20.95008885,1,54.43864,0.10887728,1,0.85,2
20.97244009,1,40.83739,0.08167478,1,0.75,2
20.23390507,1,2385.06052,0.741194622,1,0.75,2
17.49618619,1,289.3979,0.5787958,1,0.8,2
15.0881191,1,1390.67047,0.892569625,1,0.75,2
17.71927419,1,6455.40331,0.12157041,1,0.75,2
15.87681315,1,833.59777,0.977372245,1,0.75,2
18.54117189,1,741.73366,0.991356627,1,0.75,2
18.7289015,1,430.6607,0.8613214,1,0.75,2
19.23319715,1,4462.14828,0.425001629,1,0.75,2
15.80488895,1,631.89747,1,1,0.75,2
17.68890931,1,2587.87943,0.710319702,1,0.75,2
17.1441394,1,4080.91397,0.483036547,1,0.75,2
20.36895705,1,307.41718,0.61483436,1,0.8,2
19.18738572,1,186.78537,0.37357074,1,0.8,2
20.07798753,1,2164.47872,0.774773569,1,0.8,2
17.09561775,1,5146.20012,0.320869102,1,0.75,2
16.2510558,1,4675.6433,0.392501496,1,0.75,2
15.67585169,1,119.69973,0.23939946,1,0.75,2
20.27065685,1,186.99529,0.37399058,1,0.75,2
20.26330648,1,705.02182,0.996945233,1,0.75,2
19.35413102,1,185.51534,0.37103068,1,0.8,2
20.21800778,1,189.95786,0.37991572,1,0.8,2
20.31130103,1,241.84975,0.4836995,1,0.75,2
20.24246506,1,74.81888,0.14963776,1,0.85,2
19.86604206,1,1399.24975,0.89126361,1,0.65,2
20.38175071,1,2163.88562,0.774863856,1,0.65,2
17.9432151,1,5378.3085,0.285535475,1,0.75,2
14.30014445,1,2197.68653,0.769718377,1,0.8,2
20.25826641,1,6165.7772,0.165659903,1,0.1,2
15.6420455,1,41099.2658,0,1,0.1,2
10.06605556,1,2488.2668,0.725483633,1,0.8,2
16.12423005,1,3538.54443,0.56560092,1,0.8,2
16.27205551,1,18131.40058,0,1,0.8,2
12.6341039,1,22911.17706,0,1,0.8,2
11.82646858,1,51024.86111,0,1,0.8,2
9.515483689,1,35169.48067,0,1,0.8,2
10.30220617,1,5828.05141,0.217071562,1,0.8,2
15.06072837,1,1340.94802,0.900138824,1,0.8,2
18.19990202,1,3888.49982,0.512327561,1,0.8,2
16.0303862,1,993.61582,0.953012857,1,0.8,2
18.74773323,1,2700.87017,0.693119235,1,0.8,2
13.85474515,1,4580.21381,0.407028632,1,0.65,2
12.5808846,1,11282.30851,0,1,0.8,2
13.86020425,1,33238.47956,0,1,0.85,2
9.49944229,1,30447.77929,0,1,0.85,2
10.63699638,1,578.80606,1,0.940414221,0.65,2
19.08320162,1,1484.68034,0.878258597,1,0.85,2
18.28070452,1,183.01839,0.36603678,1,0.85,2
20.21758934,1,540.14329,1,0.989607219,0.75,2
18.75836071,1,61185.08849,0,1,0.75,2
5.318720508,1,1129.96521,0.932256526,0.872652456,0.75,2
17.76086251,1,1373.4577,0.895189908,0.878973226,0.84,2
17.36629585,1,127.61963,0.25523926,1,0.74,2
16.15411431,1,2490.31953,0.725171148,1,0.8,2
7.269266763,1,1635.95342,0.855230447,1,0.8,2
8.557180676,1,889.66111,0.968837779,1,0.65,2
11.72659108,1,1959.32114,0.806004502,1,0.85,2
8.274846639,1,508.1058,1,0.941322549,0.74,2
18.65584032,1,735.63542,0.992284956,0.977760522,0.65,2
18.96535621,1,260.68887,0.52137774,1,0.65,2
19.79867238,1,875.04935,0.971062112,1,0.74,2
18.6870287,1,413.79884,0.82759768,1,0.85,2
18.871378,1,1658.69673,0.851768255,1,0.65,2
9.606196276,1,2905.64491,0.661946581,1,0.8,2
16.32085804,1,172.66529,0.34533058,0.732485923,0.8,2
20.230394,1,13984.97292,0,1,0.1,2
13.17033149,1,520.28861,1,1,0.65,2
18.09522139,1,238.55769,0.47711538,1,0.5,2
20.02436797,1,649.28108,1,1,0.8,2
18.22987521,1,838.44747,0.97663398,1,0.85,2
19.02256065,1,16911.78939,0,1,0.65,2
13.35206592,1,12335.38458,0,1,0.65,2
13.93689334,1,5870.9239,0.210545126,1,0.65,2
15.98948578,1,5727.43355,0.232388518,1,0.85,2
15.89925129,1,199.06754,0.39813508,0.900462679,0.8,2
20.39596276,1,1902.29183,0.814686017,1,0.8,2
18.05622313,1,4103.84357,0.479545997,1,0.75,2
15.94478263,1,23151.51677,0,1,0.75,2
12.24722282,1,39816.3884,0,1,0.75,2
9.888300994,1,22451.97028,0,1,0.8,2
12.03738271,1,94943.75382,0,1,0.8,2
7.910207454,1,521.53889,1,1,0.8,2
19.60864205,1,148.02644,0.29605288,1,0.85,2
19.73112666,1,3833.74821,0.520662344,1,0.75,2
16.47611851,1,2352.50748,0.746150139,0.981346683,0.8,2
16.85211819,1,3027.24471,0.643435565,1,0.65,2
17.11472575,1,6650.75609,0.091832051,1,0.84,2
14.64467947,1,500.3135,1,0.882169101,0.65,2
19.52606756,1,173.17118,0.34634236,0.052325616,0.85,2
20.26531681,1,2945.69929,0.655849143,1,0.84,2
17.05920266,1,5852.44319,0.213358426,1,0.8,2
15.5433017,1,8201.64186,0,1,0.75,2
13.79401177,1,3321.25917,0.598678038,1,0.7,2
15.98212094,1,817.69434,0.979793208,1,0.7,2
18.96860712,1,3453.90934,0.578484835,1,0.7,2
16.24683332,1,33807.27017,0,1,0.8,2
19.16799723,1,711.10875,0.996018626,1,0.8,2
18.52854334,1,26.9529,0.0539058,1,0.8,2
21.06752623,1,364.35319,0.72870638,1,0.75,2
19.89689392,1,326.39901,0.65279802,1,0.6,2
19.54546744,1,46.6835,0.093367,1,0.75,2
21.001807,1,34.13244,0.06826488,1,0.65,2
20.68754556,1,145.61098,0.29122196,1,0.8,2
20.43797119,1,167.86967,0.33573934,1,0.8,2
20.41040631,1,189.89452,0.37978904,1,0.75,2
20.33051906,1,172.81126,0.34562252,1,0.75,2
20.36733145,1,277.09543,0.55419086,1,0.85,2
20.19774689,1,1254.65828,0.913274625,1,0.75,2
18.32910108,1,87.59969,0.17519938,1,0.65,2
20.58962405,1,46.33803,0.09267606,1,0.8,2
20.80761903,1,68.71363,0.13742726,1,0.8,2
20.73531206,1,34.92319,0.06984638,1,0.7,2
21.0034019,1,133.76521,0.26753042,1,0.85,2
20.53621107,1,9803.34442,0,1,0.8,2
13.15118266,1,178.18052,0.35636104,1,0.8,2
20.38649148,1,24.78215,0.0495643,1,0.8,2
21.1743552,1,167.99944,0.33599888,1,0.8,2
20.35671488,1,358.49566,0.71699132,1,0.8,2
19.53273896,1,143.05752,0.28611504,1,0.65,2
20.32979255,1,66.7457,0.1334914,1,0.65,2
20.84011351,1,43.85583,0.08771166,1,0.6,2
20.94116807,1,156.26473,0.31252946,1,0.76,2
20.36355179,1,35.93517,0.07187034,1,0.75,2
21.07911427,1,48.30147,0.09660294,1,0.6,2
20.91635383,1,2838.28613,0.672200541,1,0.8,2
16.65825549,1,19.69064,0.03938128,1,0.8,2
21.09111215,1,684.46786,1,1,0.8,2
19.31255218,1,644.7531,1,1,0.8,2
19.1524868,1,9144.19054,0,1,0.8,2
19.32286986,1,158.72642,0.31745284,1,0.85,2
20.64781358,1,51.85777,0.10371554,1,0.85,2
20.84023971,1,528.20926,1,1,0.75,2
19.47143634,1,3498.67607,0.571670041,1,0.8,2
16.73762679,1,276.95991,0.55391982,1,0.8,2
19.97620258,1,892.59696,0.968390857,1,0.8,2
18.79707407,1,32.08409,0.06416818,1,0.8,2
21.07186176,1,1360.16065,0.897214104,1,0.85,2
17.97000478,1,160.42065,0.3208413,1,0.82,2
20.26195675,1,289.31436,0.57862872,1,0.82,2
19.78444967,1,1459.62861,0.882072196,1,0.65,2
18.25336093,1,367.12321,0.73424642,1,0.85,2
19.74457788,1,106.38073,0.21276146,1,0.75,2
20.62700922,1,67.49774,0.13499548,1,0.8,2
20.77738602,1,108.26271,0.21652542,1,0.75,2
20.69588716,1,64.88281,0.12976562,1,0.85,2
20.67921253,1,24.14012,0.04828024,1,0.8,2
21.04691766,1,472.82277,0.94564554,1,0.75,2
19.50172302,1,56.77689,0.11355378,1,0.65,2
20.81527006,1,844.13673,0.97576791,1,0.85,2
19.00714453,1,73.45665,0.1469133,1,0.75,2
20.70967675,1,39.32734,0.07865468,1,0.75,2
20.89794906,1,239.84589,0.47969178,1,0.85,2
20.195088,1,369.10112,0.73820224,1,0.75,2
19.89862603,1,88.17805,0.1763561,1,0.75,2
20.52240051,1,166.98755,0.3339751,1,0.75,2
20.3801381,1,87.09476,0.17418952,1,0.75,2
20.74795567,1,39.90321,0.07980642,1,0.75,2
21.05020935,1,15.64213,0.03128426,1,0.75,2
21.19382435,1,578.57471,1,1,0.8,2
19.4774314,1,957.67458,0.958484156,1,0.75,2
18.86691712,1,438.86199,0.87772398,1,0.75,2
19.77772351,1,7753.18309,0,1,0.75,2
15.3742505,1,2915.37949,0.660464696,1,0.75,2
16.53686486,1,236.09702,0.47219404,1,0.75,2
20.04918187,1,274.98117,0.54996234,1,0.75,2
20.14875681,1,156.48532,0.31297064,1,0.7,2
20.27448224,1,510.05114,1,1,0.7,2
19.1848835,1,2841.31705,0.671739147,1,0.7,2
17.16202614,1,3627.89783,0.551998741,1,0.7,2
16.81630016,1,1730.2113,0.840881664,1,0.7,2
17.93425414,1,2732.88661,0.688245404,1,0.7,2
17.36766851,1,1914.74898,0.812789678,1,0.6,2
18.06027271,1,1817.75817,0.827554492,1,0.6,2
17.9512855,1,13415.50944,0,1,0.85,2
13.58466911,1,4647.23376,0.396826252,1,0.6,2
16.36076527,1,3091.05121,0.633722365,1,0.85,2
16.72821178,1,89.30634,0.17861268,1,0.85,2
20.26990179,1,73.75578,0.14751156,1,0.75,2
20.78244509,1,287.45876,0.57491752,1,0.75,2
18.56562963,1,1638.99091,0.854768053,1,0.75,2
18.17993381,1,744.26369,0.990971483,1,0.75,2
18.67993349,1,105.22346,0.21044692,1,0.75,2
20.28967349,1,44857.19073,0,1,0.75,2
9.806727199,1,38.48241,0.07696482,1,0.75,2
20.89588875,1,388.31875,0.7766375,1,0.6,2
19.48936809,1,3219.74279,0.614131775,1,0.85,2
17.14109338,1,1906.90797,0.813983307,1,0.6,2
17.56507573,1,65.07845,0.1301569,1,0.75,2
20.86218827,1,114.42921,0.22885842,1,0.6,2
